Volkswagen Passat (North America)/$ 12 800/"/details/volkswagen-passat-north-america-6240383ab7ef1219294163"
Mercedes-Benz 190 (W201)/$ 1 004/"/details/mercedes-benz-190-w201-6241c8e215a66767237189"
Lexus GX/$ 22 500/"/details/lexus-gx-623014a2b6770609091236"
Toyota Progres/$ 4 600/"/details/toyota-progres-6241c8b74bfa2475733748"
Lexus GS/$ 9 000/"/details/lexus-gs-62145b2976410516656514"
Toyota Alphard/$ 20 999/"/details/toyota-alphard-6231faa94820c534404445"
Toyota Auris/$ 6 800/"/details/toyota-auris-622c506f94211222815356"
Toyota Previa/$ 7 000/"/details/toyota-previa-6241c87ed7b3c231406558"
Honda Jazz/$ 6 551/"/details/honda-jazz-6241c87895428916536284"
Lexus ES/$ 27 500/"/details/lexus-es-6241c8753ef51551059650"
Toyota Camry/$ 9 500/"/details/toyota-camry-621103feb9cac115456954"
Nissan Patrol/$ 29 000/"/details/nissan-patrol-61fd2f2f4fae0624680722"
BMW 5 Серия/$ 2 641/"/details/bmw-5-seriya-6228554b97675442672017"
Honda Fit/$ 5 071/"/details/honda-fit-623ff2a1c4e85432235146"
Daewoo Nexia/$ 2 747/"/details/daewoo-nexia-624026080c289952645183"
Honda CR-V/$ 12 500/"/details/honda-cr-v-623f24f4a9c04925415116"
Honda CR-V/$ 8 500/"/details/honda-cr-v-623eb7ccee219016093518"
Mercedes-Benz E-класс/$ 24 444/"/details/mercedes-benz-e-klass-6215fef9ac442847940519"
Toyota Matrix/$ 6 868/"/details/toyota-matrix-61fc12ad75753723278737"
Nissan X-Trail/$ 5 811/"/details/nissan-x-trail-6241c7e10d83e435369896"
Daewoo Matiz/$ 2 113/"/details/daewoo-matiz-623d8c6f2231d338530402"
Mazda MPV/$ 2 747/"/details/mazda-mpv-6241c7d43caec653216675"
Toyota Harrier/$ 10 700/"/details/toyota-harrier-620cc8cf257fe181810363"
Mercedes-Benz S-класс/$ 16 500/"/details/mercedes-benz-s-klass-6241c7cfe3d29800763897"
Daewoo Lanos (Sens)/$ 1 796/"/details/daewoo-lanos-sens-6241c7cce161a645531576"
Toyota Camry (Japan)/$ 7 900/"/details/toyota-camry-japan-620cc673d2308858843747"
Mercedes-Benz E-класс/$ 9 300/"/details/mercedes-benz-e-klass-61b0e869cef93279966929"
Toyota Windom/$ 7 396/"/details/toyota-windom-623c14bc8a378443414608"
Lexus RX/$ 20 300/"/details/lexus-rx-6201cdc7a8600298626425"
Toyota Prius/$ 25 800/"/details/toyota-prius-61e8b1b2b720c325784837"
Honda Odyssey/$ 4 966/"/details/honda-odyssey-6241c7a2a7061413760361"
Toyota Prius/$ 11 900/"/details/toyota-prius-622d895130dd7143275222"
Mazda RX-8/$ 4 500/"/details/mazda-rx-8-621cad1c4446a658431034"
Volkswagen Golf/$ 1 585/"/details/volkswagen-golf-6231843bd8817031172906"
ВАЗ (Lada) 2107/$ 1 162/"/details/vaz-lada-2107-62121a3e7e44c624005738"
Hyundai Grandeur/$ 15 000/"/details/hyundai-grandeur-6227305f8fb73518669628"
Kia K5 II Седан/$ 13 000/"/details/kia-k5-61fe994f82636070534173"
BMW 5 Серия/$ 1 796/"/details/bmw-5-seriya-61f2740720a81541488206"
Kia K5 II Седан/$ 13 300/"/details/kia-k5-62281c7128fb5892327494"
Hyundai Grandeur/$ 16 500/"/details/hyundai-grandeur-6213bfc6b2a0c939501372"
Honda Fit/$ 5 177/"/details/honda-fit-6238200dd7103156703220"
Toyota Crown/$ 6 500/"/details/toyota-crown-62315e094db9f360704253"
Toyota Vitz/$ 4 500/"/details/toyota-vitz-6224b60c213a0767532196"
Honda Stepwgn/$ 6 000/"/details/honda-stepwgn-621b794e051bc997988308"
Toyota Avalon/$ 24 000/"/details/toyota-avalon-62273b7a10ec1925751996"
Lexus RX/$ 5 500/"/details/lexus-rx-622c469e9ca76779125287"
Toyota Camry/$ 8 700/"/details/toyota-camry-62405668a9d5d225696808"
Porsche Cayenne/$ 8 800/"/details/porsche-cayenne-61cb2de49b3b3440344884"
Toyota Wish/$ 7 300/"/details/toyota-wish-621cf2b9ba34c543261676"
Toyota Echo/$ 4 500/"/details/toyota-echo-61c33118a86c6535651209"
Mercedes-Benz S-класс/$ 9 700/"/details/mercedes-benz-s-klass-6241c6e545b63589334721"
Toyota Camry/$ 14 500/"/details/toyota-camry-624155824c3de734743992"
Honda Elysion/$ 11 900/"/details/honda-elysion-622a03936a2a1783455575"
Subaru Forester/$ 5 705/"/details/subaru-forester-622dc578e0d57409303324"
Toyota Wish/$ 5 400/"/details/toyota-wish-6241c6c43a453043364523"
Toyota Crown/$ 9 509/"/details/toyota-crown-623e268655167151549126"
Lexus LX/$ 80 000/"/details/lexus-lx-6234892d9cc71304132166"
Honda CR-V/$ 5 811/"/details/honda-cr-v-62369b03acf1d462661984"
Mercedes-Benz GLS-класс AMG/$ 87 000/"/details/mercedes-benz-gls-klass-amg-623884e3e0e00938193097"
BMW X5/$ 15 500/"/details/bmw-x5-623c4084ab96c784945348"
BMW 7 Серия/$ 55 000/"/details/bmw-7-seriya-61c420f060ae2104118338"
BMW 5 Серия/$ 1 100/"/details/bmw-5-seriya-6241c6924a20e087290824"
Lexus LX/$ 57 000/"/details/lexus-lx-623704adcc523662438557"
Toyota Avensis/$ 8 200/"/details/toyota-avensis-623bd596629be838075892"
Subaru Outback/$ 29 700/"/details/subaru-outback-623226ef08264126889908"
Lexus ES/$ 28 000/"/details/lexus-es-619d0d6cc3bc8702367446"
Honda Odyssey/$ 7 700/"/details/honda-odyssey-6214b41bcf67a637678117"
Hyundai Getz/$ 3 487/"/details/hyundai-getz-623b2e903303e451094092"
Lexus RX/$ 7 900/"/details/lexus-rx-6231a6bb23283425844768"
Lexus LX/$ 26 500/"/details/lexus-lx-61e6cc2ba3ffb991276888"
Honda CR-V/$ 9 400/"/details/honda-cr-v-623c715ba8fa6346695855"
Toyota Sequoia/$ 35 000/"/details/toyota-sequoia-621382e124514097900435"
Toyota Highlander/$ 23 000/"/details/toyota-highlander-61ff757696a07817189638"
Chevrolet Blazer/$ 4 500/"/details/chevrolet-blazer-6225cf5fdbdb4305508909"
Mazda 3/$ 5 500/"/details/mazda-3-610d87c06a189206870153"
ВАЗ (Lada) Priora/$ 6 000/"/details/vaz-lada-priora-6241c64c6911e112284610"
Mercedes-Benz E-класс/$ 5 000/"/details/mercedes-benz-e-klass-623d4304e0771150280189"
Toyota Allion/$ 7 500/"/details/toyota-allion-6241c63aacf50913771625"
Hyundai Santa Fe/$ 19 800/"/details/hyundai-santa-fe-6240360494489127217768"
Chevrolet Cruze/$ 8 700/"/details/chevrolet-cruze-6202a3838fad6900195335"
Toyota Land Cruiser Prado/$ 31 000/"/details/toyota-land-cruiser-prado-61ceae80e5e88527564521"
Mercedes-Benz 190 (W201)/$ 1 057/"/details/mercedes-benz-190-w201-61b1ff078fd67315963070"
Lexus GX/$ 25 500/"/details/lexus-gx-6224bd8771511822495809"
Lexus RX/$ 25 000/"/details/lexus-rx-619b964c45182783870830"
Honda Stream/$ 4 543/"/details/honda-stream-623b6cb46e451728329814"
Toyota Sienna/$ 18 000/"/details/toyota-sienna-5e522854b6b5d4.15244525"
Toyota Harrier/$ 11 000/"/details/toyota-harrier-61c72f9a1f394552555191"
Honda Accord/$ 18 000/"/details/honda-accord-61f4cbbdc82dc504356832"
Toyota Prius/$ 15 000/"/details/toyota-prius-61f4c6e2b6430917394454"
Mercedes-Benz C-класс/$ 10 037/"/details/mercedes-benz-c-klass-62418b4c8faad054434355"
Lexus GX/$ 23 600/"/details/lexus-gx-623c5c84256d6695744401"
Mercedes-Benz C-класс/$ 6 128/"/details/mercedes-benz-c-klass-62418d031caa8678116811"
Volkswagen Passat/$ 2 113/"/details/volkswagen-passat-623b60ec5b2dd084156541"
Chevrolet Cobalt/$ 4 437/"/details/chevrolet-cobalt-62012f58d42d6621051179"
Mercedes-Benz E-класс/$ 6 500/"/details/mercedes-benz-e-klass-62289e76ba071752768435"
Mercedes-Benz E-класс/$ 5 800/"/details/mercedes-benz-e-klass-62387c5b86b73549964710"
Honda CR-V/$ 5 705/"/details/honda-cr-v-61f7ef881d7f9766105325"
Mercedes-Benz W124/$ 2 113/"/details/mercedes-benz-w124-6239d15a9b8c4728626290"
Daewoo Matiz/$ 1 585/"/details/daewoo-matiz-61ad80fda7d64055359462"
Volkswagen Jetta/$ 2 536/"/details/volkswagen-jetta-6241c59481d0a146768439"
Toyota Corolla/$ 3 698/"/details/toyota-corolla-6240608ec40b0192539842"
Subaru Legacy/$ 4 860/"/details/subaru-legacy-6241bc7fa58f0158179338"
Lexus LX/$ 14 000/"/details/lexus-lx-62418bd0ca48b411183694"
Toyota Camry/$ 11 000/"/details/toyota-camry-6241c569936ce546014062"
Honda Inspire/$ 5 600/"/details/honda-inspire-6241c55c563ea177736462"
Volkswagen Passat/$ 2 377/"/details/volkswagen-passat-6239a850aec71059273656"
Toyota Avensis/$ 8 200/"/details/toyota-avensis-6241c540382a2158111015"
Honda CR-V/$ 5 600/"/details/honda-cr-v-622cc9a97e53b152489613"
Opel Frontera/$ 3 064/"/details/opel-frontera-61d173473a9e6815876291"
Volkswagen Golf/$ 4 400/"/details/volkswagen-golf-6236397262d41642770433"
Honda Odyssey/$ 2 747/"/details/honda-odyssey-623c1749a686e332229658"
Mercedes-Benz S-класс/$ 19 500/"/details/mercedes-benz-s-klass-61e9561af12b3980322610"
Toyota Prius c/$ 11 200/"/details/toyota-prius-c-62261a43d32e7169270041"
Toyota Prius c/$ 11 600/"/details/toyota-prius-c-62416098f1224273241424"
Mercedes-Benz S-класс/$ 19 500/"/details/mercedes-benz-s-klass-61e9561af12b3980322610"
Toyota Prius c/$ 11 200/"/details/toyota-prius-c-62261a43d32e7169270041"
Toyota Prius c/$ 11 600/"/details/toyota-prius-c-62416098f1224273241424"
Mazda 626/$ 761/"/details/mazda-626-623a9da0413e8513313143"
Daewoo Matiz/$ 1 690/"/details/daewoo-matiz-6241c50b23f12608139685"
Honda CR-V/$ 12 800/"/details/honda-cr-v-61f50e92319a3420234917"
Mercedes-Benz W124/$ 5 900/"/details/mercedes-benz-w124-6235d67b21b2a452285657"
Honda Jazz/$ 6 300/"/details/honda-jazz-6225e86ae36ad558131850"
Nissan Primera/$ 2 641/"/details/nissan-primera-6144b032b3c9f547225349"
Honda Fit/$ 5 283/"/details/honda-fit-62417243344c1426778967"
Opel Vectra/$ 898/"/details/opel-vectra-620ce91babcd2398574029"
Mercedes-Benz E-класс/$ 3 698/"/details/mercedes-benz-e-klass-6234c81fd2666432292707"
Daewoo Matiz/$ 1 955/"/details/daewoo-matiz-6229ea3ebd6c0886772976"
Nissan Cefiro/$ 2 300/"/details/nissan-cefiro-622b2cc256f42414362816"
Honda Fit/$ 14 500/"/details/honda-fit-62363779851c8896366313"
Toyota Camry/$ 8 875/"/details/toyota-camry-623eeca5f3367776341094"
Nissan Primera/$ 3 698/"/details/nissan-primera-6241c49c6c9bd451581727"
Honda Odyssey/$ 5 200/"/details/honda-odyssey-622f34f26037e391645639"
Hyundai Getz/$ 3 592/"/details/hyundai-getz-6220816f64d7c942642474"
Toyota Crown/$ 7 700/"/details/toyota-crown-6235d99dbf0ea069816978"
Mercedes-Benz GL-класс/$ 17 500/"/details/mercedes-benz-gl-klass-622e07e61aeb3452242985"
Mercedes-Benz M-класс/$ 5 700/"/details/mercedes-benz-m-klass-622e086e434d5680992580"
Toyota Camry/$ 15 100/"/details/toyota-camry-622ebf8b1a677092486880"
Mercedes-Benz E-класс/$ 3 900/"/details/mercedes-benz-e-klass-6241c46b6f681667936153"
Mercedes-Benz C-класс/$ 4 700/"/details/mercedes-benz-c-klass-6239dde908ce6831626038"
Honda Accord/$ 4 015/"/details/honda-accord-620a2fc1617b6333099382"
Mercedes-Benz E-класс AMG/$ 14 000/"/details/mercedes-benz-e-klass-amg-6241c44c18416238302712"
Honda Stepwgn/$ 5 811/"/details/honda-stepwgn-6228d31849d19247983903"
Volvo S80/$ 1 690/"/details/volvo-s80-623982c353d72983294377"
ВАЗ (Lada) 2107/$ 2 113/"/details/vaz-lada-2107-6241c41decb3d790573131"
Subaru Impreza/$ 4 500/"/details/subaru-impreza-6241c418034a0172457130"
Lexus LX/$ 15 000/"/details/lexus-lx-6241c40eb1aa9670919212"
Chevrolet Malibu/$ 14 200/"/details/chevrolet-malibu-62387dcf14eb5721069544"
Hyundai Sonata/$ 1 796/"/details/hyundai-sonata-62302d193b1df906908962"
Toyota Mark II/$ 3 300/"/details/toyota-mark-ii-6241c3e04288e779802059"
Daewoo Nexia/$ 1 690/"/details/daewoo-nexia-6234943f9781d066545802"
Mercedes-Benz E-класс/$ 10 800/"/details/mercedes-benz-e-klass-62333d27a6658070549477"
Chevrolet Malibu/$ 11 622/"/details/chevrolet-malibu-623f3e569c11a484485836"
ВАЗ (Lada) 21099/$ 1 321/"/details/vaz-lada-21099-6241c3b8c7f12904123205"
Toyota Prius/$ 12 600/"/details/toyota-prius-6239a04a14461854877741"
Honda Odyssey/$ 10 700/"/details/honda-odyssey-623e0d92da613766633042"
Toyota Prius/$ 12 600/"/details/toyota-prius-62399f3feb2e1612069106"
Toyota Camry/$ 14 000/"/details/toyota-camry-6241c3a379baf931044809"
Mercedes-Benz E-класс/$ 9 300/"/details/mercedes-benz-e-klass-62247244b3d19939730070"
Lexus RX/$ 11 200/"/details/lexus-rx-6241c38c694ee006529324"
Toyota Land Cruiser Prado/$ 13 800/"/details/toyota-land-cruiser-prado-62407dcd8476f586748860"
Toyota Voxy/$ 11 500/"/details/toyota-voxy-6235681b58921344395365"
Mercedes-Benz W124/$ 2 324/"/details/mercedes-benz-w124-622064ae3c4b5256757315"
Volkswagen Golf/$ 1 162/"/details/volkswagen-golf-6241c35cdff82123645168"
Toyota Prius c/$ 16 000/"/details/toyota-prius-c-61b195d6b79cd958528432"
Hyundai Sonata/$ 13 700/"/details/hyundai-sonata-623dbed41d871234755094"
Mazda 626/$ 1 638/"/details/mazda-626-6241c3384c071338045325"
Lexus GX/$ 19 500/"/details/lexus-gx-623eed5b0a118182887900"
Mercedes-Benz W124/$ 3 698/"/details/mercedes-benz-w124-6240724c05a05741847010"
Daewoo Leganza/$ 1 902/"/details/daewoo-leganza-6241c3325fc84985652623"
Honda Odyssey/$ 6 000/"/details/honda-odyssey-623af4cb38175719658689"
Daewoo Matiz/$ 3 698/"/details/daewoo-matiz-623d3f3885bf4077038422"
Lifan X60/$ 8 000/"/details/lifan-x60-623d3dc4c3ebf603224968"
Honda Stream/$ 4 754/"/details/honda-stream-623d3e6bb68db859677055"
Kia Morning/$ 4 543/"/details/kia-morning-6241c30d31ddb551091655"
Honda Odyssey/$ 5 900/"/details/honda-odyssey-622c394a4a263450899117"
Honda Odyssey/$ 5 500/"/details/honda-odyssey-623c3c6507247768824150"
BMW X5/$ 11 000/"/details/bmw-x5-62372d1e3d5d3811468961"
Mercedes-Benz E-класс/$ 8 600/"/details/mercedes-benz-e-klass-6241bec700abc326626613"
Chevrolet Epica/$ 5 300/"/details/chevrolet-epica-6235738a6809b837760858"
Honda Fit/$ 5 811/"/details/honda-fit-62401edb17df1428916077"
Mercedes-Benz E-класс/$ 7 000/"/details/mercedes-benz-e-klass-623eb99d69f3a184168006"
Mercedes-Benz E-класс/$ 11 500/"/details/mercedes-benz-e-klass-623d625e17bce535033279"
Nissan March/$ 3 300/"/details/nissan-march-623b3759f417b197641974"
Hyundai Solaris/$ 5 000/"/details/hyundai-solaris-6237380f50df1545794657"
Mercedes-Benz S-класс/$ 50 000/"/details/mercedes-benz-s-klass-623dee0a3c0d5698027981"
Daewoo Matiz/$ 3 328/"/details/daewoo-matiz-624183340bb30314175738"
Mercedes-Benz S-класс/$ 4 226/"/details/mercedes-benz-s-klass-623e8aa10f78a480902149"
Daewoo Matiz/$ 2 113/"/details/daewoo-matiz-623db58b52f7a024229487"
Daewoo Tico/$ 1 162/"/details/daewoo-tico-6221f6046ca73163455008"
Honda Accord/$ 5 500/"/details/honda-accord-62311e51871b1040388418"
Daewoo Nexia/$ 1 574/"/details/daewoo-nexia-6238043c2dc11231452681"
Toyota Highlander/$ 20 500/"/details/toyota-highlander-622b70a32b139398605125"
BMW X5/$ 11 800/"/details/bmw-x5-6240872aed0f6850167051"
Mazda 6/$ 3 592/"/details/mazda-6-623ed6a44fbc3864707934"
Honda Stepwgn/$ 11 200/"/details/honda-stepwgn-62125993daca0290449378"
Honda Fit/$ 5 071/"/details/honda-fit-62199c29adbf6601901878"
ВАЗ (Lada) 2107/$ 1 162/"/details/vaz-lada-2107-6241c25245003927902882"
Nissan Altima/$ 18 200/"/details/nissan-altima-61ac79ee4705f783454809"
Mitsubishi L200/$ 2 113/"/details/mitsubishi-l200-623f355daaee1456693597"
Ford Focus/$ 3 645/"/details/ford-focus-6207983603a44677016650"
Mercedes-Benz E-класс/$ 5 300/"/details/mercedes-benz-e-klass-6240d7588da93900909221"
Suzuki Grand Vitara/$ 8 200/"/details/suzuki-grand-vitara-61b5b40d17ac2680573577"
Honda Pilot/$ 8 700/"/details/honda-pilot-61d186bfbdadb890015692"
BMW X5/$ 13 000/"/details/bmw-x5-623153767645e971445375"
Subaru Legacy/$ 5 500/"/details/subaru-legacy-6239bb2388bfa428082078"
Mercedes-Benz GL-класс/$ 18 500/"/details/mercedes-benz-gl-klass-6237710c8a2f8705134774"
Toyota Tundra/$ 33 000/"/details/toyota-tundra-61d1626851ff3589054722"
Daewoo Tico/$ 2 200/"/details/daewoo-tico-62064436d6afc548500837"
Toyota Camry/$ 32 200/"/details/toyota-camry-61f91bc19d048004412844"
Honda Accord/$ 7 900/"/details/honda-accord-622ccbb2ce748239416417"
Honda Jazz/$ 8 700/"/details/honda-jazz-6226ef68a9cdb849639437"
Toyota Camry (Japan)/$ 10 000/"/details/toyota-camry-japan-6210ee78680ee025328502"
Honda CR-V/$ 13 700/"/details/honda-cr-v-623481fe89378132277419"
Toyota Altezza/$ 4 500/"/details/toyota-altezza-62414e2de03c9765749777"
Honda Stepwgn/$ 8 500/"/details/honda-stepwgn-6241c1fb7bf4b493088324"
Honda Torneo/$ 5 500/"/details/honda-torneo-6228b5dae1781244975367"
Mercedes-Benz E-класс/$ 7 300/"/details/mercedes-benz-e-klass-620c6ff799ee6158500770"
BMW 5 Серия/$ 1 100/"/details/bmw-5-seriya-6241c1dde3f21786949943"
Mercedes-Benz E-класс/$ 4 500/"/details/mercedes-benz-e-klass-6220c638de94a245045554"
Toyota Regius/$ 6 000/"/details/toyota-regius-62398d91e2864748261644"
Honda Odyssey/$ 6 800/"/details/honda-odyssey-621cceae5383e935859472"
Ford Focus/$ 2 641/"/details/ford-focus-621f385d1cba0915042685"
Toyota Mark II/$ 5 811/"/details/toyota-mark-ii-6241c1b320d3f529056719"
Mercedes-Benz E-класс/$ 4 173/"/details/mercedes-benz-e-klass-6236fb58b32ad676963975"
Toyota Ipsum/$ 7 500/"/details/toyota-ipsum-624154975cd05137966392"
Mitsubishi Pajero iO/$ 3 950/"/details/mitsubishi-pajero-io-621614b2a17d8383018172"
Toyota Hilux Surf/$ 5 100/"/details/toyota-hilux-surf-62332c520b6d8549987906"
Mercedes-Benz M-класс/$ 6 300/"/details/mercedes-benz-m-klass-622dbd3547de8184890293"
Daewoo Nexia/$ 1 321/"/details/daewoo-nexia-6238535504628338449136"
Mercedes-Benz E-класс/$ 5 500/"/details/mercedes-benz-e-klass-6234dda72a418454364048"
Subaru Forester/$ 6 000/"/details/subaru-forester-622f39c8ca72c925612175"
Subaru Legacy/$ 4 700/"/details/subaru-legacy-622deaae79ccd076607994"
Honda Fit/$ 9 100/"/details/honda-fit-62372fa5c53a7032064130"
Mercedes-Benz E-класс/$ 3 909/"/details/mercedes-benz-e-klass-623a96f286803316970646"
Mercedes-Benz E-класс/$ 3 909/"/details/mercedes-benz-e-klass-623a96f286803316970646"
Opel Vectra/$ 1 057/"/details/opel-vectra-6239b60c000bf329187376"
Toyota Land Cruiser/$ 12 900/"/details/toyota-land-cruiser-623167876021f679255251"
Honda CR-V/$ 8 000/"/details/honda-cr-v-62076a56afa95596696072"
Mitsubishi Pajero/$ 14 000/"/details/mitsubishi-pajero-623dd9f188daf540007338"
Toyota Camry/$ 14 500/"/details/toyota-camry-623aa3eec92e4986540214"
Subaru Outback/$ 9 000/"/details/subaru-outback-62401d9c7d8f0570299709"
Toyota Regius/$ 6 022/"/details/toyota-regius-6241776d11eb2118866714"
Toyota Hilux Surf/$ 12 200/"/details/toyota-hilux-surf-622dbd85e4408285089595"
